Sr.NO.,State,District,Police Station,Year,FIR Number,Date of Registration,Sections
1,MAHARASHTRA,PUNE CITY,ALANKAR POLICE STATION,2023,83,29-05-2023 14:57,"भारतीय दंड संहिता १८६० - २७९,304-A ; मोटरवाहन अधिनियम, १९८८ - 184 ;"
2,MAHARASHTRA,PUNE CITY,ALANKAR POLICE STATION,2023,82,27-05-2023 22:30,भारतीय दंड संहिता १८६० - ३७९ ;
3,MAHARASHTRA,PUNE CITY,ALANKAR POLICE STATION,2023,81,25-05-2023 21:07,"भारतीय दंड संहिता १८६० - २७९,३३८ ; मोटरवाहन अधिनियम, १९८८ - 119,177,184 ;"
4,MAHARASHTRA,PUNE CITY,ALANKAR POLICE STATION,2023,80,23-05-2023 19:01,भारतीय दंड संहिता १८६० - ३७९ ;
5,MAHARASHTRA,PUNE CITY,ALANKAR POLICE STATION,2023,79,22-05-2023 02:59,"भारतीय दंड संहिता १८६० - ३४,३९२ ;"
6,MAHARASHTRA,PUNE CITY,ALANKAR POLICE STATION,2023,78,21-05-2023 15:23,"महाराष्ट्र जुगार प्रतिबंधक अधिनियम, १८८७ - 12(a) ;"
7,MAHARASHTRA,PUNE CITY,ALANKAR POLICE STATION,2023,71,10-05-2023 01:43,"भारतीय दंड संहिता १८६० - २७९,३३८,४२७ ; मोटरवाहन अधिनियम, १९८८ - 184 ;"
8,MAHARASHTRA,PUNE CITY,ALANKAR POLICE STATION,2023,69,06-05-2023 22:29,"महाराष्ट्र दारूबंदी अधिनियम,१९४९ - 65(d) ;"
9,MAHARASHTRA,PUNE CITY,ALANKAR POLICE STATION,2023,68,06-05-2023 14:34,भारतीय दंड संहिता १८६० - ३३४ ;
10,MAHARASHTRA,PUNE CITY,ALANKAR POLICE STATION,2023,67,04-05-2023 20:53,"महाराष्ट्र जुगार प्रतिबंधक अधिनियम, १८८७ - 12(a) ;"
11,MAHARASHTRA,PUNE CITY,ALANKAR POLICE STATION,2023,66,03-05-2023 22:33,"भारतीय दंड संहिता १८६० - २७९,३३८,४२७ ; महाराष्ट्र मोटार वाहन नियम, 1989 - 184 ;"
12,MAHARASHTRA,PUNE CITY,ALANKAR POLICE STATION,2023,65,03-05-2023 00:34,"भारतीय दंड संहिता १८६० - ३८०,४५४ ;"
13,MAHARASHTRA,PUNE CITY,BHARTI VIDYAPEETH,2023,346,03-06-2023 22:50,"शस्‍त्र अधिनियम, १९५९ - 25,4 ; भारतीय दंड संहिता १८६० - ३४,३४१,३९२,३९४ ;"
14,MAHARASHTRA,PUNE CITY,BHARTI VIDYAPEETH,2023,345,03-06-2023 20:22,भारतीय दंड संहिता १८६० - ३७९ ;
15,MAHARASHTRA,PUNE CITY,BHARTI VIDYAPEETH,2023,344,03-06-2023 03:48,"भारतीय दंड संहिता १८६० - २७९,३३८,४२७ ; मोटार वाहन अधिनियम, १९५४ - 119,177,184 ;"
16,MAHARASHTRA,PUNE CITY,BHARTI VIDYAPEETH,2023,342,03-06-2023 01:47,भारतीय दंड संहिता १८६० - ३७९ ;
17,MAHARASHTRA,PUNE CITY,BHARTI VIDYAPEETH,2023,341,02-06-2023 15:13,"भारतीय दंड संहिता १८६० - ३२३,३२४,३४,५०४,५०६ ;"
18,MAHARASHTRA,PUNE CITY,BHARTI VIDYAPEETH,2023,340,02-06-2023 03:34,"भारतीय दंड संहिता १८६० - ३२३,३२४,३४,५०४ ;"
19,MAHARASHTRA,PUNE CITY,BHARTI VIDYAPEETH,2023,338,01-06-2023 18:18,"भारतीय दंड संहिता १८६० - ३४,३९२ ;"
20,MAHARASHTRA,PUNE CITY,BHARTI VIDYAPEETH,2023,337,01-06-2023 16:28,"भारतीय दंड संहिता १८६० - ४०६,४२० ;"
21,MAHARASHTRA,PUNE CITY,BHARTI VIDYAPEETH,2023,332,29-05-2023 01:08,भारतीय दंड संहिता १८६० - ३७९ ;
22,MAHARASHTRA,PUNE CITY,BHARTI VIDYAPEETH,2023,330,28-05-2023 14:23,भारतीय दंड संहिता १८६० - ३७९ ;
23,MAHARASHTRA,PUNE CITY,BHARTI VIDYAPEETH,2023,329,28-05-2023 08:53,"शस्‍त्र अधिनियम, १९५९ - 25,4 ; भारतीय दंड संहिता १८६० - ३४,३९२ ;"
24,MAHARASHTRA,PUNE CITY,BHARTI VIDYAPEETH,2023,328,27-05-2023 03:07,भारतीय दंड संहिता १८६० - ३८० ;
